QMW84708.1	iSF_1195.SF0408	23.4	359	228	9	40	359	28	378	1.16e-17	83.2
QMW84708.1	iSDY_1059.SDY_0456	23.7	359	227	9	40	359	28	378	2.12e-17	82.4
QMW84708.1	iML1515.b0463	23.4	359	228	9	40	359	28	378	5.19e-17	81.3
QMW84708.1	iSSON_1240.SSON_0450	23.1	359	229	9	40	359	28	378	1.27e-16	80.1
QMW84708.1	iJN1463.PP_1386	23.4	334	220	6	52	358	37	361	5.25e-16	78.2
QMW84708.1	STM_v1_0.STM3390	23.9	309	192	8	83	354	70	372	1.29e-15	77.0
QMW84709.1	iJN1463.PP_3426	31.8	1040	660	13	1	997	1	1034	3.12e-154	484
QMW84709.1	iSSON_1240.SSON_2550	31.3	1035	657	19	4	997	2	1023	3.00e-144	457
QMW84709.1	iML1515.b2470	31.2	1035	658	19	4	997	2	1023	8.19e-144	456
QMW84709.1	iSF_1195.SF2512	31.2	1035	658	19	4	997	2	1023	1.60e-143	455
QMW84709.1	iSDY_1059.SDY_2654	31.3	1035	657	19	4	997	2	1023	6.37e-142	451
QMW84713.1	iML1515.b4122	77.4	544	122	1	1	543	1	544	3.02e-319	870
QMW84713.1	STM_v1_0.STM4300	77.0	548	122	1	1	544	1	548	7.45e-318	867
QMW84713.1	iSbBS512_1146.SbBS512_E1798	76.1	548	127	1	1	544	1	548	4.10e-315	860
QMW84713.1	iSSON_1240.SSON_1548	76.1	548	127	1	1	544	1	548	4.10e-315	860
QMW84713.1	iML1515.b1612	76.1	548	127	1	1	544	1	548	5.82e-315	860
QMW84713.1	iSDY_1059.SDY_1828	75.9	548	128	1	1	544	1	548	3.36e-314	858
QMW84713.1	iSF_1195.SF1635	75.9	548	128	1	1	544	1	548	3.36e-314	858
QMW84713.1	STM_v1_0.STM1468	76.4	539	127	0	1	539	1	539	5.21e-312	853
QMW84713.1	iPC815.YPO3335	76.6	539	126	0	1	539	1	539	2.52e-311	850
QMW84713.1	iYL1228.KPN_01516	74.1	545	140	1	1	544	1	545	3.54e-309	845
QMW84715.1	iML1515.b4173	44.1	331	162	6	12	338	9	320	2.42e-72	233
QMW84715.1	iJN1463.PP_4893	42.0	336	174	5	12	344	10	327	1.59e-67	220
QMW84727.1	iPC815.YPO2295	30.9	233	147	6	1	230	1	222	1.49e-29	109
QMW84729.1	iHN637.CLJU_RS15715	23.6	140	86	3	1	123	1	136	1.67e-06	47.0
QMW84729.1	iHN637.CLJU_RS15700	29.1	127	80	4	1	125	1	119	1.54e-05	44.3
QMW84729.1	iAF987.Gmet_0485	30.2	129	81	4	1	125	1	124	4.81e-05	43.5
QMW84729.1	iJN1463.PP_3999	24.0	129	92	2	2	125	216	343	4.20e-05	43.5
QMW84731.1	iYS854.USA300HOU_RS11440	44.6	195	101	2	11	198	3	197	5.71e-54	170
QMW84731.1	iYO844.BSU37060	50.6	180	82	2	13	185	5	184	1.16e-52	167
QMW84732.1	iSynCJ816.SGL_RS13900	29.5	183	110	6	158	339	187	351	4.24e-12	66.6
QMW84766.1	iAF692.Mbar_A2943	25.7	249	128	11	26	263	391	593	4.66e-05	45.4
QMW84797.1	iYS854.USA300HOU_RS09920	25.6	207	112	8	39	219	69	259	4.06e-11	61.2
QMW84797.1	iJN1463.PP_4900	29.8	208	110	8	31	214	62	257	1.74e-10	59.3
QMW84814.1	iML1515.b0584	37.7	130	71	4	130	257	51	172	3.82e-07	53.9
QMW84814.1	iSDY_1059.SDY_0512	36.9	130	72	4	130	257	51	172	1.14e-06	52.4
QMW84814.1	iSF_1195.SF0496	36.9	130	72	4	130	257	51	172	1.14e-06	52.4
QMW84814.1	iSSON_1240.SSON_0534	36.9	130	72	4	130	257	51	172	1.14e-06	52.4
QMW84814.1	iSbBS512_1146.SbBS512_E0485	36.2	130	73	4	130	257	51	172	3.38e-06	50.8
QMW84814.1	STM_v1_0.STM0585	37.0	135	56	7	135	258	61	177	5.85e-06	50.1
QMW84814.1	iYL1228.KPN_00602	39.8	123	63	5	135	255	62	175	7.65e-06	49.7
QMW84817.1	iYS854.USA300HOU_RS13930	21.1	375	242	12	19	372	21	362	1.17e-05	47.0
QMW84821.1	iCN900.CD630_33570	65.6	192	66	0	1	192	1	192	6.11e-87	253
QMW84828.1	iML1515.b1985	28.6	220	140	6	49	257	70	283	2.73e-11	65.1
QMW84831.1	iHN637.CLJU_RS20765	33.8	201	128	3	5	203	6	203	3.83e-27	104
QMW84831.1	iSynCJ816.SGL_RS12965	35.3	190	120	3	8	195	8	196	5.23e-25	99.0
QMW84831.1	iYL1228.KPN_01091	31.6	190	123	2	7	195	7	190	2.89e-24	96.7
QMW84831.1	iSDY_1059.SDY_2057	32.1	190	122	2	7	195	7	190	2.89e-24	96.7
QMW84831.1	iML1515.b1093	32.1	190	122	2	7	195	7	190	5.63e-24	95.9
QMW84831.1	iSbBS512_1146.SbBS512_E2231	32.1	190	122	2	7	195	7	190	5.63e-24	95.9
QMW84831.1	iSF_1195.SF1097	32.1	190	122	2	7	195	7	190	5.63e-24	95.9
QMW84831.1	iSSON_1240.SSON_1113	32.1	190	122	2	7	195	7	190	5.63e-24	95.9
QMW84831.1	STM_v1_0.STM1195	32.1	190	122	2	7	195	7	190	7.86e-24	95.5
QMW84833.1	iCN900.CD630_01920	41.8	483	258	5	13	473	14	495	3.31e-123	368
QMW84835.1	iYL1228.KPN_00440	49.3	75	38	0	93	167	108	182	8.42e-15	69.3
QMW84835.1	iYO844.BSU40850	56.6	53	23	0	115	167	131	183	1.08e-12	63.5
QMW84838.1	iNF517.LLMG_RS00495	63.5	425	151	4	5	428	5	426	1.68e-188	530
QMW84838.1	iHN637.CLJU_RS03265	62.4	426	158	2	2	427	3	426	3.31e-186	524
QMW84840.1	iML1515.b2924	36.2	246	157	0	55	300	31	276	2.38e-50	167
QMW84842.1	iAF987.Gmet_0043	23.8	365	226	7	892	1250	90	408	1.91e-17	87.4
QMW84847.1	iYL1228.KPN_00755	22.0	205	135	1	2	181	21	225	6.20e-18	78.2
QMW84847.1	iPC815.YPO1128	25.5	208	128	7	2	183	21	227	1.24e-17	77.4
QMW84847.1	iSbBS512_1146.SbBS512_E0673	21.5	205	136	1	2	181	16	220	5.84e-16	72.8
QMW84847.1	iML1515.b0751	21.5	205	136	1	2	181	21	225	8.72e-16	72.4
QMW84847.1	iSF_1195.SF0553	21.5	205	136	1	2	181	21	225	8.72e-16	72.4
QMW84847.1	iSSON_1240.SSON_0703	21.5	205	136	1	2	181	21	225	8.72e-16	72.4
QMW84847.1	STM_v1_0.STM0757	22.2	207	132	4	2	181	21	225	2.33e-15	71.2
QMW84848.1	iCN900.CD630_25740	30.3	175	113	4	12	177	5	179	1.76e-15	71.6
QMW84853.1	iSDY_1059.SDY_0004	44.4	432	234	4	1	432	1	426	3.28e-117	348
QMW84853.1	iSbBS512_1146.SbBS512_E0004	44.4	432	234	4	1	432	1	426	4.65e-117	348
QMW84853.1	iML1515.b0004	44.4	432	234	4	1	432	1	426	6.57e-117	348
QMW84853.1	STM_v1_0.STM0004	45.7	435	224	6	1	432	1	426	6.57e-117	348
QMW84853.1	iSSON_1240.SSON_0004	44.4	432	234	4	1	432	1	426	1.32e-116	347
QMW84853.1	iSF_1195.SF0004	45.8	408	215	4	1	408	1	402	2.11e-115	344
QMW84853.1	iYL1228.KPN_00004	47.2	409	204	6	1	406	1	400	3.97e-115	343
QMW84853.1	iPC815.YPO0461	43.4	433	239	4	1	433	1	427	8.74e-115	342
QMW84854.1	iAF987.Gmet_1428	50.5	388	178	6	1	383	1	379	4.84e-116	343
QMW84855.1	iPC815.YPO0459	36.9	815	500	11	1	806	1	810	1.38e-163	494
QMW84855.1	iSF_1195.SF0002	35.7	816	510	10	1	806	1	811	5.49e-156	475
QMW84855.1	iML1515.b0002	35.5	816	511	10	1	806	1	811	1.09e-155	474
QMW84855.1	STM_v1_0.STM0002	35.7	816	510	10	1	806	1	811	1.09e-155	474
QMW84855.1	iSSON_1240.SSON_0002	35.7	816	510	10	1	806	1	811	1.09e-155	474
QMW84855.1	iSbBS512_1146.SbBS512_E0002	35.7	816	510	10	1	806	1	811	1.53e-155	474
QMW84855.1	iSDY_1059.SDY_0002	35.4	816	512	10	1	806	1	811	2.16e-155	473
QMW84855.1	iYL1228.KPN_00002	35.6	817	509	11	1	806	1	811	1.31e-153	469
QMW84857.1	iPC815.YPO2161	46.1	343	168	5	7	344	5	335	9.10e-93	280
QMW84857.1	iYL1228.KPN_01203	44.6	343	173	5	7	344	5	335	8.88e-88	267
QMW84857.1	iSbBS512_1146.SbBS512_E2022	44.3	343	174	5	7	344	5	335	6.90e-87	265
QMW84857.1	iSDY_1059.SDY_1506	44.0	343	175	5	7	344	5	335	9.76e-87	264
QMW84857.1	iML1515.b1767	44.0	343	175	5	7	344	5	335	2.76e-86	263
QMW84857.1	iSSON_1240.SSON_1388	44.0	343	175	5	7	344	5	335	2.76e-86	263
QMW84857.1	STM_v1_0.STM1294	44.0	343	175	5	7	344	5	335	3.91e-86	263
QMW84857.1	iSF_1195.SF1456	43.7	343	176	5	7	344	5	335	7.82e-86	262
QMW84860.1	iML1515.b0116	55.6	36	16	0	78	113	2	37	6.94e-04	42.0
QMW84860.1	iYL1228.KPN_00120	55.6	36	16	0	78	113	2	37	6.94e-04	42.0
QMW84860.1	STM_v1_0.STM0154	55.6	36	16	0	78	113	2	37	6.94e-04	42.0
QMW84860.1	iSbBS512_1146.SbBS512_E0109	55.6	36	16	0	78	113	2	37	6.94e-04	42.0
QMW84860.1	iSDY_1059.SDY_0146	55.6	36	16	0	78	113	2	37	6.94e-04	42.0
QMW84860.1	iSF_1195.SF0113	55.6	36	16	0	78	113	2	37	6.94e-04	42.0
QMW84860.1	iSSON_1240.SSON_0124	55.6	36	16	0	78	113	2	37	6.94e-04	42.0
QMW84860.1	iPC815.YPO3417	55.6	36	16	0	78	113	3	38	9.17e-04	41.6
QMW84865.1	iHN637.CLJU_RS11970	59.7	305	123	0	1	305	1	305	4.77e-139	394
QMW84865.1	iLJ478.TM0881	56.9	304	130	1	1	304	1	303	4.94e-129	369
QMW84866.1	iAF987.Gmet_1033	58.8	34	13	1	1	33	1	34	2.05e-08	44.7
QMW84867.1	iCN718.ABAYE_RS05270	51.3	390	185	3	4	392	5	390	5.81e-128	374
QMW84867.1	iYO844.BSU22370	47.7	394	199	5	4	395	3	391	2.46e-117	346
QMW84868.1	iAF987.Gmet_1626	58.0	393	165	0	8	400	5	397	2.06e-162	461
QMW84868.1	iHN637.CLJU_RS10830	55.6	396	174	2	5	400	4	397	2.37e-149	428
QMW84868.1	iEK1008.Rv1415	55.1	403	174	4	5	400	3	405	1.43e-146	422
QMW84868.1	iYO844.BSU23260	53.9	395	180	2	9	402	5	398	9.32e-146	419
QMW84869.1	iAF987.Gmet_1249	18.0	427	252	6	28	452	26	356	1.42e-09	60.1
QMW84871.1	iYO844.BSU06360	48.2	508	186	7	4	435	7	513	1.30e-156	452
QMW84871.1	iYS854.USA300HOU_RS02070	46.4	509	197	5	2	435	6	513	2.11e-155	449
QMW84871.1	iNF517.LLMG_RS05125	44.1	508	207	3	4	435	7	513	2.92e-150	436
QMW84871.1	iHN637.CLJU_RS18300	42.7	511	216	3	1	435	1	510	2.48e-140	410
QMW84872.1	iAF987.Gmet_0043	28.2	227	154	4	258	477	41	265	1.07e-17	85.5
QMW84873.1	iSynCJ816.SGL_RS08885	42.4	323	180	4	21	343	20	336	7.53e-80	249
QMW84875.1	iEK1008.Rv1031	40.5	185	110	0	2	186	3	187	2.97e-38	129
QMW84875.1	iCN900.CD630_15930	37.2	199	109	2	1	183	1	199	1.59e-36	125
QMW84875.1	iAF987.Gmet_2435	38.8	188	98	4	7	186	7	185	7.54e-36	123
QMW84876.1	iCN900.CD630_15920	61.1	660	252	3	18	673	17	675	1.89e-272	763
QMW84876.1	iHN637.CLJU_RS19475	60.6	665	255	3	12	673	17	677	4.08e-272	762
QMW84876.1	iEK1008.Rv1030	60.3	677	258	5	8	673	27	703	7.24e-256	722
QMW84876.1	iSSON_1240.SSON_0648	57.9	673	277	3	5	672	4	675	1.62e-255	720
QMW84876.1	iML1515.b0697	58.2	673	275	3	5	672	4	675	3.25e-255	719
QMW84876.1	iSynCJ816.SGL_RS08870	59.7	657	259	5	18	671	32	685	4.94e-254	716
QMW84876.1	iYL1228.KPN_00716	58.4	676	275	3	5	675	4	678	5.30e-254	716
QMW84876.1	STM_v1_0.STM0705	57.5	676	281	3	5	675	4	678	2.46e-252	712
QMW84876.1	iPC815.YPO2691	58.3	679	271	4	5	672	4	681	2.46e-251	709
QMW84877.1	iCN900.CD630_15910	49.1	562	276	4	8	568	10	562	2.44e-176	509
QMW84881.1	iCHOv1.100765901	29.8	319	201	10	6	311	490	798	3.56e-35	137
QMW84881.1	iAT_PLT_636.3101	31.8	283	169	9	6	275	490	761	9.67e-34	133
QMW84881.1	iCHOv1.100772205	34.0	288	161	11	7	275	478	755	3.50e-32	128
QMW84881.1	iMM1415.212032	29.5	315	199	10	6	307	443	747	6.22e-32	127
QMW84881.1	iMM1415.216019	33.7	288	163	11	5	275	476	752	8.58e-32	127
QMW84881.1	iMM1415.15277	33.7	288	162	11	7	275	478	755	2.11e-31	126
QMW84881.1	iCHOv1.100765703	33.6	289	164	11	5	275	444	722	2.78e-31	125
QMW84881.1	iMM904.YFR053C	31.9	301	179	9	4	286	32	324	8.65e-32	125
QMW84881.1	iMM1415.15275	32.8	290	164	11	6	275	533	811	9.65e-31	124
QMW84882.1	iLJ478.TM1624	25.6	700	414	28	63	698	22	678	4.22e-34	140
QMW84883.1	iAF987.Gmet_1919	33.1	136	87	1	4	135	5	140	1.42e-15	77.4
QMW84883.1	iAF987.Gmet_1914	32.4	102	69	0	1	102	1	102	3.36e-13	70.9
QMW84884.1	iNF517.LLMG_RS08890	45.8	550	290	5	2	550	4	546	2.55e-163	485
QMW84889.1	iML1515.b2430	29.8	426	220	14	579	978	30	402	6.20e-39	150
QMW84890.1	iCHOv1.100759374	32.3	291	175	6	26	295	10	299	2.53e-42	152
QMW84890.1	iMM1415.23959	31.5	295	180	6	22	295	6	299	1.57e-39	145
QMW84890.1	iAT_PLT_636.4907	31.7	271	163	5	46	295	28	297	2.93e-39	144
QMW84891.1	iLJ478.TM1878	29.7	195	116	6	69	252	305	489	3.73e-15	74.7
QMW84891.1	iCN900.CD630_25370	27.4	223	133	7	65	271	298	507	2.45e-14	72.4
QMW84892.1	iSF_1195.SF0957	31.9	138	69	6	213	346	189	305	2.54e-07	51.6
QMW84892.1	iPC815.YPO1435	29.9	137	80	6	210	344	186	308	6.08e-07	50.4
QMW84892.1	iML1515.b0957	35.2	88	54	3	261	346	217	303	5.87e-06	47.4
QMW84892.1	iSbBS512_1146.SbBS512_E2359	35.2	88	54	3	261	346	217	303	5.87e-06	47.4
QMW84892.1	iSDY_1059.SDY_0930	35.2	88	54	3	261	346	221	307	5.93e-06	47.4
QMW84892.1	iSSON_1240.SSON_0961	35.2	88	54	3	261	346	217	303	5.87e-06	47.4
QMW84905.1	iEK1008.Rv3302c	40.5	74	36	2	188	261	33	98	2.51e-05	47.0
QMW84905.1	iJN1463.PP_2151	53.8	39	18	0	190	228	5	43	1.55e-04	44.3
QMW84906.1	iMM1415.15212	30.7	407	258	11	92	493	122	509	4.13e-50	182
QMW84906.1	iCHOv1.100756951	29.6	388	249	11	96	478	121	489	9.79e-47	172
QMW84906.1	iCHOv1.100750552	26.5	422	281	10	92	504	110	511	8.14e-45	167
QMW84906.1	iCHOv1.100756663	29.9	388	248	11	96	478	121	489	8.01e-45	167
QMW84931.1	iSF_1195.SF0957	31.6	136	72	7	215	348	189	305	1.03e-04	43.5
QMW84931.1	iPC815.YPO1435	24.5	286	159	13	70	346	71	308	1.83e-04	42.7
QMW84931.1	iML1515.b0957	33.0	88	56	3	263	348	217	303	7.45e-04	40.8
QMW84931.1	iSbBS512_1146.SbBS512_E2359	33.0	88	56	3	263	348	217	303	7.45e-04	40.8
QMW84931.1	iSDY_1059.SDY_0930	33.0	88	56	3	263	348	221	307	7.50e-04	40.8
QMW84931.1	iSSON_1240.SSON_0961	33.0	88	56	3	263	348	217	303	7.45e-04	40.8
QMW84939.1	iNF517.LLMG_RS11535	32.9	322	211	4	5	322	1	321	1.46e-51	172
QMW84939.1	iHN637.CLJU_RS10220	33.3	321	197	7	5	318	1	311	7.24e-51	171
QMW84939.1	iLJ478.TM1469	33.0	321	202	8	5	320	1	313	1.48e-49	167
QMW84939.1	iAF987.Gmet_1639	33.3	321	205	7	1	318	1	315	1.13e-46	160
QMW84939.1	iYO844.BSU24850	33.0	318	202	7	5	318	1	311	8.08e-46	157
QMW84940.1	iJN1463.PP_4210	45.2	219	118	1	1	217	5	223	2.18e-53	181
QMW84940.1	iCN900.CD630_19470	46.3	218	115	2	2	217	10	227	8.98e-57	180
QMW84940.1	iYS854.USA300HOU_RS09925	44.8	221	111	6	1	217	3	216	2.53e-51	166
QMW84940.1	iYO844.BSU30420	44.0	200	111	1	19	217	24	223	2.93e-50	163
QMW84941.1	iJN1463.PP_4210	25.5	439	260	17	1	419	263	654	3.13e-17	83.6
QMW84942.1	iJN1463.PP_4210	25.9	405	264	9	18	413	277	654	2.94e-34	134
QMW84943.1	iJN1463.PP_0044	22.8	290	204	7	65	354	122	391	4.11e-13	69.7
QMW84943.1	iAF987.Gmet_3508	25.6	313	201	12	51	352	102	393	1.81e-11	64.7
QMW84945.1	iCN900.CD630_21660	43.9	321	175	2	23	341	1	318	4.68e-90	272
QMW84947.1	iAF987.Gmet_3403	43.7	151	83	1	429	579	53	201	6.60e-34	131
QMW84956.1	iAM_Pc455.PCYB_113900	28.7	300	204	9	8	302	3	297	1.68e-22	95.5
QMW84956.1	iAF692.Mbar_A1748	28.4	261	172	10	8	263	3	253	1.97e-21	92.4
QMW84956.1	iSynCJ816.SGL_RS14885	30.8	263	163	10	8	263	15	265	5.82e-20	88.6
QMW84956.1	iAM_Pv461.PVX_114050	26.9	301	208	10	8	302	3	297	6.94e-20	88.2
QMW84958.1	iCN900.CD630_03130	48.5	592	294	7	57	646	210	792	1.60e-178	526
QMW84958.1	iSynCJ816.SGL_RS16100	50.1	587	280	5	66	649	145	721	7.41e-178	522
QMW84958.1	iYO844.BSU33490	44.9	642	338	6	13	650	70	699	5.21e-176	517
